symbol,timestamp,open,high,low,close,volume,trade_count,vwap
MSFT,2025-02-18 05:00:00+00:00,408.0,410.597,406.5,409.64,21423051.0,342340.0,408.941262
MSFT,2025-02-19 05:00:00+00:00,407.88,415.49,407.65,414.77,24099715.0,372341.0,412.1806
MSFT,2025-02-20 05:00:00+00:00,415.29,419.31,412.54,416.13,23508728.0,395746.0,416.341104
MSFT,2025-02-21 05:00:00+00:00,417.335,418.048,407.89,408.21,27524799.0,385141.0,411.452065
MSFT,2025-02-24 05:00:00+00:00,408.51,409.37,399.32,404.0,26443656.0,514485.0,403.287406
MSFT,2025-02-25 05:00:00+00:00,401.1,401.915,396.7,397.9,29387402.0,492990.0,398.925734
MSFT,2025-02-26 05:00:00+00:00,398.01,403.6,394.245,399.73,19618954.0,327110.0,399.965181
MSFT,2025-02-27 05:00:00+00:00,401.265,405.74,392.17,392.53,21127406.0,377155.0,396.025086
MSFT,2025-02-28 05:00:00+00:00,392.655,397.63,386.57,396.99,32845658.0,432229.0,394.275545
MSFT,2025-03-03 05:00:00+00:00,398.82,398.82,386.155,388.49,23007726.0,451463.0,391.595881
MSFT,2025-03-04 05:00:00+00:00,383.4,392.58,381.0,388.61,29342923.0,553952.0,386.750091
MSFT,2025-03-05 05:00:00+00:00,389.34,401.67,388.81,401.02,23433132.0,404519.0,397.072391
MSFT,2025-03-06 05:00:00+00:00,394.28,402.15,392.6777,396.89,23304625.0,393757.0,397.222021
MSFT,2025-03-07 05:00:00+00:00,392.32,394.8,385.54,393.31,22034087.0,407965.0,391.454478
MSFT,2025-03-10 04:00:00+00:00,385.84,386.4,377.22,380.16,32840134.0,703151.0,380.985471
MSFT,2025-03-11 04:00:00+00:00,379.0,386.0,376.91,380.45,30380177.0,470076.0,381.430635
MSFT,2025-03-12 04:00:00+00:00,382.95,385.2165,378.9507,383.27,24253567.0,418282.0,382.583616
MSFT,2025-03-13 04:00:00+00:00,383.155,385.32,377.45,378.77,20473017.0,369783.0,380.007894
MSFT,2025-03-14 04:00:00+00:00,379.775,390.23,379.51,388.56,19952846.0,335261.0,386.591958
MSFT,2025-03-17 04:00:00+00:00,386.7,392.705,385.57,388.7,22474272.0,330043.0,388.945336
MSFT,2025-03-18 04:00:00+00:00,387.07,387.37,381.1,383.52,19486850.0,319254.0,383.434844
MSFT,2025-03-19 04:00:00+00:00,385.525,389.68,384.0,387.82,19185532.0,259928.0,387.27895
MSFT,2025-03-20 04:00:00+00:00,385.735,391.785,383.28,386.84,18470542.0,277903.0,387.122324
MSFT,2025-03-21 04:00:00+00:00,383.215,391.74,382.8,391.26,39675928.0,312808.0,388.048161
MSFT,2025-03-24 04:00:00+00:00,395.4,395.4,389.81,393.08,21004548.0,339161.0,392.764714
MSFT,2025-03-25 04:00:00+00:00,393.915,396.36,392.64,395.16,15774968.0,262247.0,394.795162
MSFT,2025-03-26 04:00:00+00:00,395.0,395.31,388.57,389.97,16132906.0,283679.0,391.278849
MSFT,2025-03-27 04:00:00+00:00,390.13,392.24,387.395,390.58,13766761.0,240016.0,390.396547
MSFT,2025-03-28 04:00:00+00:00,388.08,389.13,376.93,378.8,21632016.0,420396.0,380.382723
MSFT,2025-03-31 04:00:00+00:00,372.535,377.07,367.24,375.39,35184173.0,509402.0,373.139765
MSFT,2025-04-01 04:00:00+00:00,374.65,382.85,373.23,382.19,19689503.0,404620.0,379.931081
MSFT,2025-04-02 04:00:00+00:00,377.965,385.08,376.62,382.14,16092555.0,320479.0,381.838924
MSFT,2025-04-03 04:00:00+00:00,374.785,377.48,369.35,373.11,30197957.0,569669.0,373.860311
MSFT,2025-04-04 04:00:00+00:00,364.125,374.59,359.48,359.84,49209110.0,811745.0,364.928698
MSFT,2025-04-07 04:00:00+00:00,350.88,370.9999,344.79,357.86,50424998.0,911613.0,356.128557
MSFT,2025-04-08 04:00:00+00:00,368.255,373.65,350.25,354.56,35866421.0,626967.0,361.674451
MSFT,2025-04-09 04:00:00+00:00,353.535,393.225,353.1,390.49,50194732.0,767221.0,379.644216
MSFT,2025-04-10 04:00:00+00:00,382.06,383.9,367.8,381.35,38024368.0,576388.0,378.891106
MSFT,2025-04-11 04:00:00+00:00,380.635,390.05,378.89,388.45,23839220.0,375874.0,386.508948
MSFT,2025-04-14 04:00:00+00:00,393.22,394.65,384.21,387.81,19251172.0,334136.0,388.975005
MSFT,2025-04-15 04:00:00+00:00,388.505,391.89,384.1599,385.73,17199890.0,272411.0,386.958962
MSFT,2025-04-16 04:00:00+00:00,380.67,381.61,368.0,371.61,21967826.0,375761.0,373.712973
MSFT,2025-04-17 04:00:00+00:00,373.745,374.3215,366.89,367.78,21120167.0,310297.0,370.058572
MSFT,2025-04-21 04:00:00+00:00,362.815,364.48,355.67,359.12,20807279.0,343817.0,359.260724
MSFT,2025-04-22 04:00:00+00:00,363.375,367.77,359.8602,366.82,19484845.0,304005.0,365.085761
MSFT,2025-04-23 04:00:00+00:00,376.06,380.39,373.02,374.39,20545526.0,335410.0,376.030357
MSFT,2025-04-24 04:00:00+00:00,375.695,388.45,375.19,387.3,22232289.0,297801.0,385.413096
MSFT,2025-04-25 04:00:00+00:00,387.0,392.16,384.6,391.85,18973165.0,276680.0,389.928669
MSFT,2025-04-28 04:00:00+00:00,391.955,392.74,386.638,391.16,16579430.0,274916.0,390.255026
MSFT,2025-04-29 04:00:00+00:00,391.3,395.1,390.38,394.04,14973976.0,249780.0,393.584098
MSFT,2025-04-30 04:00:00+00:00,390.3,396.66,384.44,395.26,36461075.0,525137.0,392.339604
MSFT,2025-05-01 04:00:00+00:00,431.11,436.99,424.9,425.4,58938100.0,913598.0,430.450306
MSFT,2025-05-02 04:00:00+00:00,431.74,439.44,429.985,435.28,30757434.0,542335.0,435.633129
MSFT,2025-05-05 04:00:00+00:00,432.87,439.5,432.11,436.17,20136053.0,328657.0,436.641584
MSFT,2025-05-06 04:00:00+00:00,432.2,437.73,431.17,433.31,15104204.0,297624.0,434.390577
MSFT,2025-05-07 04:00:00+00:00,433.84,438.12,431.1103,433.35,23307241.0,330269.0,433.746333
MSFT,2025-05-08 04:00:00+00:00,437.93,443.67,435.66,438.17,23491330.0,380141.0,439.694323
MSFT,2025-05-09 04:00:00+00:00,440.0,440.74,435.88,438.73,15324233.0,247739.0,438.270566
MSFT,2025-05-12 04:00:00+00:00,445.94,449.37,439.78,449.26,22821935.0,417124.0,446.064472
MSFT,2025-05-13 04:00:00+00:00,447.78,450.6733,445.36,449.14,23618819.0,406705.0,448.649775
MSFT,2025-05-14 04:00:00+00:00,448.14,453.9,448.14,452.94,19902796.0,378377.0,452.214155
MSFT,2025-05-15 04:00:00+00:00,450.765,456.19,450.4301,453.13,21992323.0,364866.0,453.416856
MSFT,2025-05-16 04:00:00+00:00,452.05,454.36,448.73,454.27,23849781.0,329065.0,452.354391
MSFT,2025-05-19 04:00:00+00:00,450.875,459.585,450.8,458.87,21336509.0,345933.0,457.47361
MSFT,2025-05-20 04:00:00+00:00,455.59,458.34,454.3201,458.17,15441808.0,257266.0,456.813514
MSFT,2025-05-21 04:00:00+00:00,454.57,457.78,451.814,452.57,19216906.0,320670.0,454.238421
MSFT,2025-05-22 04:00:00+00:00,454.95,460.25,453.9,454.86,18025612.0,334105.0,456.227542
MSFT,2025-05-23 04:00:00+00:00,449.98,453.69,448.91,450.18,16883509.0,323259.0,450.875028
MSFT,2025-05-27 04:00:00+00:00,456.48,460.95,456.115,460.69,20974293.0,362158.0,459.284797
MSFT,2025-05-28 04:00:00+00:00,461.22,462.52,456.93,457.36,17086261.0,280126.0,458.627332
MSFT,2025-05-29 04:00:00+00:00,461.55,461.72,455.3105,458.68,13982211.0,283780.0,458.715533
MSFT,2025-05-30 04:00:00+00:00,459.715,461.68,455.54,460.36,34770475.0,339757.0,459.962049
MSFT,2025-06-02 04:00:00+00:00,457.14,462.11,456.89,461.97,16626495.0,289505.0,461.028949
MSFT,2025-06-03 04:00:00+00:00,461.47,464.14,460.8622,462.97,15743760.0,306326.0,462.666459
MSFT,2025-06-04 04:00:00+00:00,464.0,465.69,463.0201,463.87,14162688.0,275697.0,464.257726
MSFT,2025-06-05 04:00:00+00:00,464.955,469.65,464.03,467.68,20154460.0,355702.0,467.429974
MSFT,2025-06-06 04:00:00+00:00,470.085,473.335,468.78,470.38,15285624.0,357963.0,470.837396
MSFT,2025-06-09 04:00:00+00:00,469.7,473.43,468.62,472.75,16469932.0,306173.0,472.017392
MSFT,2025-06-10 04:00:00+00:00,471.185,472.8,466.96,470.92,15375944.0,306084.0,470.034454
MSFT,2025-06-11 04:00:00+00:00,470.02,475.47,469.655,472.62,16399176.0,316703.0,473.174691
MSFT,2025-06-12 04:00:00+00:00,475.02,480.415,473.52,478.87,18950582.0,351653.0,478.071538
MSFT,2025-06-13 04:00:00+00:00,476.41,479.18,472.76,474.96,16814456.0,354555.0,475.747829
MSFT,2025-06-16 04:00:00+00:00,475.21,480.6943,475.0,479.14,15626104.0,330452.0,479.053287
MSFT,2025-06-17 04:00:00+00:00,475.395,478.7399,474.08,478.04,15414128.0,298756.0,477.170169
MSFT,2025-06-18 04:00:00+00:00,478.0,481.0,474.46,480.24,17526452.0,310610.0,479.3912
MSFT,2025-06-20 04:00:00+00:00,482.23,483.46,476.87,477.4,37576206.0,333231.0,479.35395
MSFT,2025-06-23 04:00:00+00:00,478.21,487.75,472.51,486.0,24863952.0,472837.0,482.567104
MSFT,2025-06-24 04:00:00+00:00,488.95,491.849,486.795,490.11,22305642.0,386695.0,489.924974
MSFT,2025-06-25 04:00:00+00:00,492.04,494.5556,489.39,492.27,17495099.0,339135.0,492.147753
MSFT,2025-06-26 04:00:00+00:00,492.98,498.04,492.81,497.45,21578853.0,406492.0,496.389291
MSFT,2025-06-27 04:00:00+00:00,497.55,499.3,493.03,495.94,34539236.0,389784.0,496.434142
MSFT,2025-06-30 04:00:00+00:00,497.04,500.76,495.33,497.41,28368991.0,382627.0,497.663514
MSFT,2025-07-01 04:00:00+00:00,496.47,498.05,490.98,492.05,19945375.0,408997.0,493.496646
MSFT,2025-07-02 04:00:00+00:00,489.99,493.5,488.7,491.09,16319641.0,349990.0,491.077609
MSFT,2025-07-03 04:00:00+00:00,493.81,500.13,493.44,498.84,13984829.0,284377.0,498.168507
MSFT,2025-07-07 04:00:00+00:00,497.38,498.75,495.225,497.72,13981605.0,323380.0,497.41143
MSFT,2025-07-08 04:00:00+00:00,497.24,498.2,494.11,496.62,11846586.0,263190.0,496.270472
MSFT,2025-07-09 04:00:00+00:00,500.3,506.78,499.74,503.51,18659538.0,476934.0,502.772532
MSFT,2025-07-10 04:00:00+00:00,503.05,504.44,497.75,501.48,16498740.0,352813.0,500.964515
MSFT,2025-07-11 04:00:00+00:00,498.47,505.03,497.795,503.32,16459512.0,319261.0,502.836689
MSFT,2025-07-14 04:00:00+00:00,501.515,503.97,501.03,503.02,12058848.0,292534.0,502.663769
MSFT,2025-07-15 04:00:00+00:00,503.02,508.3,502.79,505.82,14927202.0,332086.0,505.966733
MSFT,2025-07-16 04:00:00+00:00,505.18,506.72,501.89,505.62,15150860.0,326845.0,504.901824
MSFT,2025-07-17 04:00:00+00:00,505.68,513.37,505.62,511.7,17503129.0,402536.0,511.29979
MSFT,2025-07-18 04:00:00+00:00,514.48,514.64,507.43,510.05,21209353.0,341233.0,511.154652
MSFT,2025-07-21 04:00:00+00:00,506.705,512.09,505.55,510.06,14066805.0,318000.0,510.091475
MSFT,2025-07-22 04:00:00+00:00,510.97,511.2,505.27,505.27,13868644.0,293454.0,506.927396
MSFT,2025-07-23 04:00:00+00:00,506.75,506.79,500.7,505.87,16404085.0,335123.0,504.184464
MSFT,2025-07-24 04:00:00+00:00,508.77,513.67,507.3,510.88,16107000.0,323765.0,510.759977
MSFT,2025-07-25 04:00:00+00:00,512.465,518.29,510.3592,513.71,19125699.0,362742.0,514.373421
MSFT,2025-07-28 04:00:00+00:00,514.08,515.0,510.12,512.5,14308027.0,329930.0,512.43949
MSFT,2025-07-29 04:00:00+00:00,515.53,517.62,511.56,512.57,16469235.0,343983.0,513.321882
MSFT,2025-07-30 04:00:00+00:00,515.17,515.95,509.435,513.24,26379810.0,517153.0,512.68953
MSFT,2025-07-31 04:00:00+00:00,555.225,555.45,531.9,533.5,51617326.0,870710.0,537.63148
MSFT,2025-08-01 04:00:00+00:00,535.0,535.8,520.86,524.11,28977628.0,623164.0,525.671279
MSFT,2025-08-04 04:00:00+00:00,528.27,538.25,528.13,535.64,25349004.0,499433.0,535.293368
MSFT,2025-08-05 04:00:00+00:00,537.18,537.3,527.24,527.75,19171569.0,370263.0,531.161326
MSFT,2025-08-06 04:00:00+00:00,530.9,531.7,524.03,524.94,21355702.0,409567.0,526.04549
MSFT,2025-08-07 04:00:00+00:00,526.8,528.09,517.5511,520.84,16079144.0,369305.0,522.031947
MSFT,2025-08-08 04:00:00+00:00,522.6,524.66,519.41,522.04,15531009.0,341360.0,521.961028
MSFT,2025-08-11 04:00:00+00:00,522.3,527.59,519.72,521.77,20194372.0,368513.0,523.052789
MSFT,2025-08-12 04:00:00+00:00,523.75,530.98,522.7,529.24,18688921.0,374255.0,527.868568
MSFT,2025-08-13 04:00:00+00:00,532.11,532.7,519.37,520.58,19619160.0,401693.0,524.176524
MSFT,2025-08-14 04:00:00+00:00,522.56,525.9499,520.14,522.48,20269074.0,371263.0,522.64111
MSFT,2025-08-15 04:00:00+00:00,522.77,526.1,519.08,520.17,25213272.0,363144.0,521.897036
MSFT,2025-08-18 04:00:00+00:00,521.585,522.82,514.02,517.1,23760583.0,508489.0,516.91856
MSFT,2025-08-19 04:00:00+00:00,515.0,515.1641,508.55,509.77,21481016.0,454138.0,510.507482
MSFT,2025-08-20 04:00:00+00:00,509.865,511.0,504.44,505.72,27723025.0,524148.0,506.457166
MSFT,2025-08-21 04:00:00+00:00,503.69,507.63,502.7201,504.24,18443254.0,361026.0,505.027945
MSFT,2025-08-22 04:00:00+00:00,504.25,510.73,502.41,507.23,24324161.0,449235.0,507.423843
MSFT,2025-08-25 04:00:00+00:00,506.63,508.19,504.12,504.26,21638579.0,372385.0,505.719068
MSFT,2025-08-26 04:00:00+00:00,504.355,504.9778,498.51,502.04,30835709.0,448740.0,501.605422
MSFT,2025-08-27 04:00:00+00:00,502.0,507.29,499.9,506.74,17277893.0,330579.0,505.027475
MSFT,2025-08-28 04:00:00+00:00,507.09,511.09,505.5,509.64,18015593.0,322276.0,508.706589
MSFT,2025-08-29 04:00:00+00:00,508.66,509.6,504.4915,506.69,20951430.0,341911.0,507.067883
MSFT,2025-09-02 04:00:00+00:00,500.465,506.0,496.81,505.12,18127995.0,425061.0,503.13912
MSFT,2025-09-03 04:00:00+00:00,503.79,507.79,502.32,505.35,16345078.0,404444.0,504.971752
MSFT,2025-09-04 04:00:00+00:00,504.3,508.15,503.15,507.97,15509486.0,296435.0,506.866963
MSFT,2025-09-05 04:00:00+00:00,509.07,511.97,492.37,495.0,31971146.0,660221.0,496.877868
MSFT,2025-09-08 04:00:00+00:00,498.105,501.195,495.03,498.2,16771015.0,398106.0,498.607056
MSFT,2025-09-09 04:00:00+00:00,501.43,502.25,497.7,498.41,14410542.0,321802.0,499.269563
MSFT,2025-09-10 04:00:00+00:00,502.98,503.2299,496.72,500.37,21611816.0,472577.0,500.429391
MSFT,2025-09-11 04:00:00+00:00,502.25,503.17,497.88,501.01,18875521.0,392830.0,501.012409
MSFT,2025-09-12 04:00:00+00:00,506.65,512.55,503.85,509.9,23624884.0,465040.0,509.658082
MSFT,2025-09-15 04:00:00+00:00,508.79,515.47,507.0,515.36,17143786.0,384566.0,513.294876
MSFT,2025-09-16 04:00:00+00:00,516.88,517.23,508.6,509.04,19711922.0,430883.0,511.207563
NVDA,2025-01-10 05:00:00+00:00,137.45,139.92,134.22,135.91,207602514.0,1832777.0,135.827555
NVDA,2025-01-13 05:00:00+00:00,129.99,133.49,129.51,133.23,204808914.0,1886121.0,131.970517
NVDA,2025-01-14 05:00:00+00:00,136.05,136.38,130.05,131.76,195590485.0,1712995.0,132.178327
NVDA,2025-01-15 05:00:00+00:00,133.65,136.45,131.29,136.24,185217338.0,1417208.0,134.839393
NVDA,2025-01-16 05:00:00+00:00,138.64,138.75,133.49,133.57,209235583.0,1535426.0,135.636739
NVDA,2025-01-17 05:00:00+00:00,136.69,138.5,135.4649,137.71,201188760.0,1181517.0,137.429718
NVDA,2025-01-21 05:00:00+00:00,139.16,141.83,137.09,140.83,197748985.0,1541532.0,140.046734
NVDA,2025-01-22 05:00:00+00:00,144.66,147.79,143.67,147.07,237651395.0,1837719.0,146.610574
NVDA,2025-01-23 05:00:00+00:00,145.05,147.23,143.72,147.22,155915549.0,1198401.0,145.862847
NVDA,2025-01-24 05:00:00+00:00,148.37,148.97,141.88,142.62,234657635.0,1737315.0,144.39028
NVDA,2025-01-27 05:00:00+00:00,124.8,128.4,116.7,118.42,818830895.0,7844400.0,120.801569
NVDA,2025-01-28 05:00:00+00:00,121.81,129.0,116.25,128.99,579666350.0,4800280.0,123.746217
NVDA,2025-01-29 05:00:00+00:00,126.5,126.89,120.05,123.7,467120640.0,3656028.0,123.00518
NVDA,2025-01-30 05:00:00+00:00,123.1,125.0,118.1,124.65,392925469.0,3255609.0,121.301363
NVDA,2025-01-31 05:00:00+00:00,123.78,127.85,119.19,120.07,390372899.0,2869782.0,123.747467
NVDA,2025-02-03 05:00:00+00:00,114.75,118.57,113.01,116.66,371033128.0,3397298.0,116.073203
NVDA,2025-02-04 05:00:00+00:00,116.96,121.2,116.7,118.65,255877635.0,1832890.0,119.100021
NVDA,2025-02-05 05:00:00+00:00,121.76,125.0,120.76,124.83,263110629.0,1968160.0,123.296732
NVDA,2025-02-06 05:00:00+00:00,127.42,128.77,125.21,128.68,251483574.0,1856074.0,127.35889
NVDA,2025-02-07 05:00:00+00:00,129.22,130.37,125.0,129.84,227481363.0,1770792.0,129.090361
NVDA,2025-02-10 05:00:00+00:00,130.09,135.0,129.96,133.57,216875889.0,1657283.0,133.806696
NVDA,2025-02-11 05:00:00+00:00,132.58,134.48,131.02,132.8,178902379.0,1292631.0,133.171192
NVDA,2025-02-12 05:00:00+00:00,130.02,132.24,129.08,131.14,160278552.0,1245659.0,131.1347
NVDA,2025-02-13 05:00:00+00:00,131.555,136.5,131.17,135.29,197429975.0,1474254.0,134.757522
NVDA,2025-02-14 05:00:00+00:00,136.48,139.25,135.5,138.85,195479557.0,1410264.0,137.567511
NVDA,2025-02-18 05:00:00+00:00,141.27,143.44,137.925,139.4,219176627.0,1648114.0,140.452254
NVDA,2025-02-19 05:00:00+00:00,139.51,141.36,137.22,139.23,167304199.0,1206023.0,139.65414
NVDA,2025-02-20 05:00:00+00:00,140.03,140.66,136.7901,140.11,143903583.0,1109777.0,139.117716
NVDA,2025-02-21 05:00:00+00:00,140.04,141.46,134.03,134.43,228217585.0,1612386.0,137.295717
NVDA,2025-02-24 05:00:00+00:00,136.56,138.59,130.08,130.28,251381137.0,1967950.0,133.528603
NVDA,2025-02-25 05:00:00+00:00,129.98,130.2,124.44,126.63,271428711.0,2393749.0,127.459312
NVDA,2025-02-26 05:00:00+00:00,129.985,133.73,128.49,131.28,322611814.0,2474760.0,131.071735
NVDA,2025-02-27 05:00:00+00:00,135.0,135.01,120.01,120.15,443175846.0,3751272.0,125.757136
NVDA,2025-02-28 05:00:00+00:00,118.02,125.09,116.4,124.92,389091145.0,3060607.0,121.457587
NVDA,2025-03-03 05:00:00+00:00,123.51,123.7,112.28,114.06,411381373.0,3664170.0,116.80635
NVDA,2025-03-04 05:00:00+00:00,110.645,119.31,110.11,115.99,398163305.0,3345028.0,114.706765
NVDA,2025-03-05 05:00:00+00:00,117.58,118.2781,114.51,117.3,284337886.0,2170862.0,116.554644
NVDA,2025-03-06 05:00:00+00:00,113.53,115.35,110.22,110.57,321181861.0,2756085.0,112.238633
NVDA,2025-03-07 05:00:00+00:00,111.25,113.48,107.56,112.69,341755468.0,2969276.0,110.99465
NVDA,2025-03-10 04:00:00+00:00,109.9,111.85,105.46,106.98,366487363.0,3278111.0,107.625366
NVDA,2025-03-11 04:00:00+00:00,106.99,112.236,104.77,108.76,354865692.0,3051235.0,108.968529
NVDA,2025-03-12 04:00:00+00:00,114.12,116.76,112.88,115.74,323857454.0,2583514.0,115.220692
NVDA,2025-03-13 04:00:00+00:00,117.03,117.76,113.79,115.58,299033131.0,2246590.0,116.027528
NVDA,2025-03-14 04:00:00+00:00,118.61,121.88,118.15,121.67,277593455.0,1948613.0,120.592078
NVDA,2025-03-17 04:00:00+00:00,122.74,122.89,118.03,119.53,255501481.0,1950225.0,120.043459
NVDA,2025-03-18 04:00:00+00:00,118.0,119.02,114.54,115.43,299686944.0,2211483.0,116.45365
NVDA,2025-03-19 04:00:00+00:00,117.27,120.445,115.68,117.52,273426225.0,1865150.0,117.885191
NVDA,2025-03-20 04:00:00+00:00,116.55,120.2,116.47,118.53,248829749.0,1579521.0,118.686
NVDA,2025-03-21 04:00:00+00:00,116.94,117.99,115.42,117.7,266498528.0,1393384.0,117.004513
NVDA,2025-03-24 04:00:00+00:00,119.88,122.22,119.34,121.41,228452534.0,1481319.0,121.239407
NVDA,2025-03-25 04:00:00+00:00,120.545,121.29,118.92,120.69,167447198.0,1190382.0,120.324406
NVDA,2025-03-26 04:00:00+00:00,118.73,118.84,112.71,113.76,296431667.0,2420079.0,114.711652
NVDA,2025-03-27 04:00:00+00:00,111.35,114.45,110.66,111.43,236902055.0,1790812.0,112.34066
NVDA,2025-03-28 04:00:00+00:00,111.485,112.87,109.0701,109.67,229872549.0,1847538.0,110.119953
NVDA,2025-03-31 04:00:00+00:00,105.13,110.955,103.65,108.38,299212213.0,2328689.0,106.086596
NVDA,2025-04-01 04:00:00+00:00,108.515,110.2,106.47,110.15,222614034.0,1780615.0,108.599925
NVDA,2025-04-02 04:00:00+00:00,107.29,111.98,106.79,110.42,220601243.0,1721288.0,109.775329
NVDA,2025-04-03 04:00:00+00:00,103.51,105.63,101.6,101.8,338768918.0,3041134.0,103.32552
NVDA,2025-04-04 04:00:00+00:00,98.91,100.13,92.11,94.31,532271555.0,4606981.0,95.178482
NVDA,2025-04-07 04:00:00+00:00,87.46,101.75,86.62,97.64,611041347.0,5164576.0,95.248274
NVDA,2025-04-08 04:00:00+00:00,103.805,105.85,94.46,96.3,476220941.0,3956783.0,100.953226
NVDA,2025-04-09 04:00:00+00:00,98.89,115.1,97.5301,114.33,612871940.0,4970220.0,107.013725
NVDA,2025-04-10 04:00:00+00:00,109.37,110.86,99.15,107.57,437812353.0,3646231.0,107.524748
NVDA,2025-04-11 04:00:00+00:00,108.5,111.5499,107.48,110.93,313417265.0,2349313.0,109.839562
NVDA,2025-04-14 04:00:00+00:00,114.11,114.29,109.07,110.71,264704916.0,2091365.0,111.482828
NVDA,2025-04-15 04:00:00+00:00,110.97,113.615,110.5,112.2,228966900.0,1711150.0,112.167313
NVDA,2025-04-16 04:00:00+00:00,104.55,106.79,100.45,104.49,397016870.0,2997727.0,103.785634
NVDA,2025-04-17 04:00:00+00:00,104.45,104.47,100.05,101.49,292515502.0,1987602.0,101.525021
NVDA,2025-04-21 04:00:00+00:00,98.77,99.44,95.04,96.91,288501136.0,2351668.0,96.414428
NVDA,2025-04-22 04:00:00+00:00,98.78,99.811,97.28,98.89,241003945.0,1773397.0,98.674576
NVDA,2025-04-23 04:00:00+00:00,104.52,104.8,102.02,102.71,247600971.0,2016302.0,103.468576
NVDA,2025-04-24 04:00:00+00:00,103.475,106.54,103.11,106.43,220815041.0,1528996.0,105.578792
NVDA,2025-04-25 04:00:00+00:00,106.85,111.92,105.73,111.01,251064672.0,1849919.0,109.589873
NVDA,2025-04-28 04:00:00+00:00,109.69,110.3699,106.02,108.73,207708479.0,1513027.0,107.945502
NVDA,2025-04-29 04:00:00+00:00,107.67,110.1999,107.44,109.02,170444263.0,1235756.0,109.021064
NVDA,2025-04-30 04:00:00+00:00,104.47,108.92,104.08,108.92,235044611.0,1634087.0,106.800788
NVDA,2025-05-01 04:00:00+00:00,113.08,114.94,111.3,111.61,236121507.0,1766590.0,113.151519
NVDA,2025-05-02 04:00:00+00:00,114.18,115.4,113.37,114.5,190194778.0,1398564.0,114.436159
NVDA,2025-05-05 04:00:00+00:00,112.905,114.665,112.66,113.82,133163241.0,965139.0,113.828668
NVDA,2025-05-06 04:00:00+00:00,111.48,114.74,110.822,113.54,158525621.0,1085874.0,112.921082
NVDA,2025-05-07 04:00:00+00:00,113.045,117.68,112.2818,117.06,207827821.0,1511659.0,114.668734
NVDA,2025-05-08 04:00:00+00:00,118.25,118.68,115.85,117.37,198428122.0,1477589.0,117.562756
NVDA,2025-05-09 04:00:00+00:00,117.35,118.23,115.21,116.65,132972189.0,1062245.0,116.682871
NVDA,2025-05-12 04:00:00+00:00,121.97,123.0,120.28,123.0,225023345.0,1681722.0,122.125539
